ahv_id,timestamp_utc,building_identification_number,status,residence_within_200_feet,enclosed_building_work,full_or_partial_demolition,crane_use,requested_for_date_ranges,apply_reason,work_description,the_geom,house_number,street_name,zip_code
894747,2019-07-02T00:11:42.621808,1015277.0,IN PROCESS,False,True,False,False,"{""06/29/2019"": [""12:00 AM"", ""11:59 PM""], ""07/01/2019"": [""12:00 AM"", ""11:59 PM""], ""07/02/2019"": [""12:00 AM"", ""11:59 PM""], ""07/03/2019"": [""12:00 AM"", ""11:59 PM""], ""07/04/2019"": [""12:00 AM"", ""11:59 PM""], ""07/05/2019"": [""12:00 AM"", ""11:59 PM""]}",PUBLIC SAFETY,INTERIOR RENOVATION OF EATING AND DRINKING ESTABLISHMENT WORK TO BE PERFORMED AFTER HOURS AND ON WEEKENDS FOR THE SAFETY OF OFFICE TENANTS THROUGHOUT BUILDING,POINT (-73.98568932489884 40.753669203347506),104,W  40 ST,10018.0
894747,2019-07-02T00:11:42.621808,1015277.0,IN PROCESS,False,True,False,False,"{""06/29/2019"": [""12:00 AM"", ""11:59 PM""], ""07/01/2019"": [""12:00 AM"", ""11:59 PM""], ""07/02/2019"": [""12:00 AM"", ""11:59 PM""], ""07/03/2019"": [""12:00 AM"", ""11:59 PM""], ""07/04/2019"": [""12:00 AM"", ""11:59 PM""], ""07/05/2019"": [""12:00 AM"", ""11:59 PM""]}",PUBLIC SAFETY,INTERIOR RENOVATION OF EATING AND DRINKING ESTABLISHMENT WORK TO BE PERFORMED AFTER HOURS AND ON WEEKENDS FOR THE SAFETY OF OFFICE TENANTS THROUGHOUT BUILDING,POINT (-73.98606383193929 40.75328566811667),109,W  39 ST,10018.0
894748,2019-07-02T00:11:42.968074,1088595.0,SAVED,True,False,False,True,"{""07/06/2019"": [""8:00 AM"", ""6:00 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,CRANE PERMIT IS FOR WEEKEND WORK ONLY.  REMOVE AND REPLACE ONE ROOF TOP UNIT,POINT (-73.95713659781244 40.77403883561146),200,E  79 ST,10075.0
894749,2019-07-02T00:11:43.367952,1090457.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""06/29/2019"": [""9:00 AM"", ""5:00 PM""], ""07/06/2019"": [""9:00 AM"", ""5:00 PM""]}",PUBLIC SAFETY,"EXCAVATION/FOUNDATION/SOE WORK, UNDERPINNING, CONCRETE WORK (FORMS, REBAR, DELIVERY, PUMPING/POURING), HAMMERING, DRILLING, LOCAL DEWATERING, GENERATOR AND COMPRESSOR USE, SOIL REMOVAL.",,,,
894750,2019-07-02T00:11:43.795563,1015277.0,IN PROCESS,False,True,False,False,"{""06/29/2019"": [""12:00 AM"", ""11:59 PM""], ""07/01/2019"": [""12:00 AM"", ""11:59 PM""], ""07/02/2019"": [""12:00 AM"", ""11:59 PM""], ""07/03/2019"": [""12:00 AM"", ""11:59 PM""]}",PUBLIC SAFETY,INTERIOR RENOVATION OF EATING AND DRINKING ESTABLISHMENT WORK TO BE PERFORMED AFTER HOURS AND ON WEEKENDS FOR THE SAFETY OF OFFICE TENANTS THROUGHOUT BUILDING,POINT (-73.98568932489884 40.753669203347506),104,W  40 ST,10018.0
894750,2019-07-02T00:11:43.795563,1015277.0,IN PROCESS,False,True,False,False,"{""06/29/2019"": [""12:00 AM"", ""11:59 PM""], ""07/01/2019"": [""12:00 AM"", ""11:59 PM""], ""07/02/2019"": [""12:00 AM"", ""11:59 PM""], ""07/03/2019"": [""12:00 AM"", ""11:59 PM""]}",PUBLIC SAFETY,INTERIOR RENOVATION OF EATING AND DRINKING ESTABLISHMENT WORK TO BE PERFORMED AFTER HOURS AND ON WEEKENDS FOR THE SAFETY OF OFFICE TENANTS THROUGHOUT BUILDING,POINT (-73.98606383193929 40.75328566811667),109,W  39 ST,10018.0
894751,2019-07-02T00:11:44.378588,1015277.0,AHV SUCCESSFULLY ISSUED,False,True,False,False,"{""06/29/2019"": [""12:00 AM"", ""11:59 PM""], ""07/01/2019"": [""12:00 AM"", ""11:59 PM""], ""07/02/2019"": [""12:00 AM"", ""11:59 PM""]}",PUBLIC SAFETY,INTERIOR RENOVATION OF EATING AND DRINKING ESTABLISHMENT WORK TO BE PERFORMED AFTER HOURS AND ON WEEKENDS FOR THE SAFETY OF OFFICE TENANTS THROUGHOUT BUILDING,POINT (-73.98568932489884 40.753669203347506),104,W  40 ST,10018.0
894751,2019-07-02T00:11:44.378588,1015277.0,AHV SUCCESSFULLY ISSUED,False,True,False,False,"{""06/29/2019"": [""12:00 AM"", ""11:59 PM""], ""07/01/2019"": [""12:00 AM"", ""11:59 PM""], ""07/02/2019"": [""12:00 AM"", ""11:59 PM""]}",PUBLIC SAFETY,INTERIOR RENOVATION OF EATING AND DRINKING ESTABLISHMENT WORK TO BE PERFORMED AFTER HOURS AND ON WEEKENDS FOR THE SAFETY OF OFFICE TENANTS THROUGHOUT BUILDING,POINT (-73.98606383193929 40.75328566811667),109,W  39 ST,10018.0
894752,2019-07-02T00:11:45.214196,2094603.0,IN PROCESS,True,False,True,False,"{""06/27/2019"": [""6:00 PM"", ""12:00 AM""], ""06/28/2019"": [""6:00 PM"", ""12:00 AM""]}",CITY CONSTRUCTION PROJECT,"REPAIR CONCRETE MASONRY WALLS, COAT EXTERIOR WALLS, PAINT, STEEL LINTELS & METAL DOORS, REPLACE EXPANSION JOINT, REPLACE DOOR & WINDOW SEALANT, CLEAN ROOF DRAINS & HOUSE TRAPS, REPLACE METAL ROOFING AT 2 BULKHEADS & REPLACE CAP FLASHING",POINT (-73.88028048159627 40.83918268914451),1970,W  FARMS RD,10460.0
894753,2019-07-02T00:11:45.592921,1009723.0,AHV SUCCESSFULLY ISSUED,True,True,False,False,"{""06/29/2019"": [""8:00 AM"", ""6:00 PM""]}",PUBLIC SAFETY,"GENERAL CONSTRUCTION, MECHANICAL  MODIFICATION TO INCLUDE DEMO WORK ON THE 3RD FLOOR.",POINT (-74.00754849396787 40.724866148952835),250,HUDSON ST,10013.0
894754,2019-07-02T00:11:45.942573,2094603.0,AHV SUCCESSFULLY ISSUED,True,False,True,False,"{""06/27/2019"": [""6:00 PM"", ""12:00 AM""], ""06/28/2019"": [""6:00 PM"", ""12:00 AM""], ""07/01/2019"": [""6:00 PM"", ""12:00 AM""], ""07/02/2019"": [""6:00 PM"", ""12:00 AM""], ""07/03/2019"": [""6:00 PM"", ""12:00 AM""], ""07/05/2019"": [""6:00 PM"", ""12:00 AM""], ""07/08/2019"": [""6:00 PM"", ""12:00 AM""], ""07/09/2019"": [""6:00 PM"", ""12:00 AM""], ""07/10/2019"": [""6:00 PM"", ""12:00 AM""]}",CITY CONSTRUCTION PROJECT,"REPAIR CONCRETE MASONRY WALLS, COAT EXTERIOR WALLS, PAINT, STEEL LINTELS & METAL DOORS, REPLACE EXPANSION JOINT, REPLACE DOOR & WINDOW SEALANT, CLEAN ROOF DRAINS & HOUSE TRAPS, REPLACE METAL ROOFING AT 2 BULKHEADS & REPLACE CAP FLASHING",POINT (-73.88028048159627 40.83918268914451),1970,W  FARMS RD,10460.0
894755,2019-07-02T00:11:46.749888,1090457.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/01/2019"": [""6:00 PM"", ""9:00 PM""], ""07/02/2019"": [""6:00 PM"", ""9:00 PM""], ""07/03/2019"": [""6:00 PM"", ""9:00 PM""], ""07/04/2019"": [""6:00 PM"", ""9:00 PM""], ""07/05/2019"": [""6:00 PM"", ""9:00 PM""], ""07/08/2019"": [""6:00 PM"", ""9:00 PM""], ""07/09/2019"": [""6:00 PM"", ""9:00 PM""], ""07/10/2019"": [""6:00 PM"", ""9:00 PM""], ""07/11/2019"": [""6:00 PM"", ""9:00 PM""], ""07/12/2019"": [""6:00 PM"", ""9:00 PM""]}",PUBLIC SAFETY,"EXCAVATION/FOUNDATION/SOE WORK,UNDERPINNING,CONCRETE WORK (FORMS,REBAR,DELIVERY,PUMPING/POURING),HAMMERING,DRILLING,LOCAL DEWATERING, MEP PIPEAGE AND SLEEVE INSTALLATION, GENERAL CONSTRUCTION,GENERATOR AND COMPRESSOR USE, SOIL REMOVAL",,,,
894756,2019-07-02T00:11:47.130704,1019099.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""06/29/2019"": [""8:00 AM"", ""8:00 PM""]}",PUBLIC SAFETY,GENERAL FACADE RESTORATION AND RENOVATION INCLUDING MASONRY AND SEALANT REPAIRS AS PER PLANS .,POINT (-73.97666759309135 40.74829629312078),160,E  38 ST,10016.0
894756,2019-07-02T00:11:47.130704,1019099.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""06/29/2019"": [""8:00 AM"", ""8:00 PM""]}",PUBLIC SAFETY,GENERAL FACADE RESTORATION AND RENOVATION INCLUDING MASONRY AND SEALANT REPAIRS AS PER PLANS .,POINT (-73.97656682921787 40.74822710781815),576,3 AVE,10016.0
894756,2019-07-02T00:11:47.130704,1019099.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""06/29/2019"": [""8:00 AM"", ""8:00 PM""]}",PUBLIC SAFETY,GENERAL FACADE RESTORATION AND RENOVATION INCLUDING MASONRY AND SEALANT REPAIRS AS PER PLANS .,POINT (-73.97685026163099 40.74783713961401),560,3 AVE,10016.0
894756,2019-07-02T00:11:47.130704,1019099.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""06/29/2019"": [""8:00 AM"", ""8:00 PM""]}",PUBLIC SAFETY,GENERAL FACADE RESTORATION AND RENOVATION INCLUDING MASONRY AND SEALANT REPAIRS AS PER PLANS .,POINT (-73.97670998429268 40.748030144524016),564,3 AVE,10016.0
894757,2019-07-02T00:11:47.719470,3426146.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/01/2019"": [""6:00 AM"", ""7:00 AM""], ""07/02/2019"": [""6:00 AM"", ""7:00 AM""], ""07/03/2019"": [""6:00 AM"", ""7:00 AM""], ""07/04/2019"": [""6:00 AM"", ""7:00 AM""], ""07/05/2019"": [""6:00 AM"", ""7:00 AM""], ""07/08/2019"": [""6:00 AM"", ""7:00 AM""], ""07/09/2019"": [""6:00 AM"", ""7:00 AM""], ""07/10/2019"": [""6:00 AM"", ""7:00 AM""], ""07/11/2019"": [""6:00 AM"", ""7:00 AM""], ""07/12/2019"": [""6:00 AM"", ""7:00 AM""]}",PUBLIC SAFETY,"VARIANCE IS REQUESTED FOR THE FOLLOWING ITEMS PILE DRIVING,  FOUNDATION, EXCAVATION. VARIANCE IS REQUIRED TO MINIMIZE INTERFERENCE TO PEDESTRIAN AND VEHICULAR TRAFFIC IN THE  INTEREST OF PUBLIC SAFETY",,,,
894758,2019-07-02T00:11:48.337211,3326728.0,AHV SUCCESSFULLY ISSUED,False,False,False,False,"{""06/29/2019"": [""8:00 AM"", ""5:00 PM""]}",PUBLIC SAFETY,"MECHANICAL, ELECTRICAL, PLUMBING AND SPRINKLER SYSTEMS, INTERIOR PARTITIONS, SITE WORK, MASONRY, FA?ADE",POINT (-73.89653159855219 40.67528545987067),101,PENNSYLVANIA AVE,11207.0
894758,2019-07-02T00:11:48.337211,3326728.0,AHV SUCCESSFULLY ISSUED,False,False,False,False,"{""06/29/2019"": [""8:00 AM"", ""5:00 PM""]}",PUBLIC SAFETY,"MECHANICAL, ELECTRICAL, PLUMBING AND SPRINKLER SYSTEMS, INTERIOR PARTITIONS, SITE WORK, MASONRY, FA?ADE",POINT (-73.8965533297408 40.675370342330964),97,PENNSYLVANIA AVE,11207.0
894758,2019-07-02T00:11:48.337211,3326728.0,AHV SUCCESSFULLY ISSUED,False,False,False,False,"{""06/29/2019"": [""8:00 AM"", ""5:00 PM""]}",PUBLIC SAFETY,"MECHANICAL, ELECTRICAL, PLUMBING AND SPRINKLER SYSTEMS, INTERIOR PARTITIONS, SITE WORK, MASONRY, FA?ADE",POINT (-73.89660701261165 40.675564003885185),91,PENNSYLVANIA AVE,11207.0
894758,2019-07-02T00:11:48.337211,3326728.0,AHV SUCCESSFULLY ISSUED,False,False,False,False,"{""06/29/2019"": [""8:00 AM"", ""5:00 PM""]}",PUBLIC SAFETY,"MECHANICAL, ELECTRICAL, PLUMBING AND SPRINKLER SYSTEMS, INTERIOR PARTITIONS, SITE WORK, MASONRY, FA?ADE",POINT (-73.89651466970898 40.67521933060712),105,PENNSYLVANIA AVE,11207.0
894758,2019-07-02T00:11:48.337211,3326728.0,AHV SUCCESSFULLY ISSUED,False,False,False,False,"{""06/29/2019"": [""8:00 AM"", ""5:00 PM""]}",PUBLIC SAFETY,"MECHANICAL, ELECTRICAL, PLUMBING AND SPRINKLER SYSTEMS, INTERIOR PARTITIONS, SITE WORK, MASONRY, FA?ADE",POINT (-73.89659528456806 40.675573176217846),2644,ATLANTIC AVE,11207.0
894759,2019-07-02T00:11:48.717302,1054156.0,AHV SUCCESSFULLY ISSUED,True,False,True,False,"{""06/27/2019"": [""6:00 PM"", ""12:00 AM""], ""06/28/2019"": [""6:00 PM"", ""12:00 AM""]}",CITY CONSTRUCTION PROJECT,"FACADE RESTORATION, CONCRETE AREA PAVING, INCLUDING FENCE RELOCATIONS, EXTERIOR SOFFIT REPLACEMENT, AND MINOR INTERIOR REPAIRS.",POINT (-73.93908885552527 40.807219512939405),2005,MADISON AVE,10035.0
894760,2019-07-02T00:11:49.339327,4619457.0,AHV SUCCESSFULLY ISSUED,False,False,False,True,"{""06/29/2019"": [""7:00 AM"", ""5:00 PM""]}",PUBLIC SAFETY,"CONSTRUCTION OF NEW FOUR STORY COMMERCIAL BUILDING AS SHOWN ON PLANS. WORK TO BE PERFORM ON ALL FLOORS, EXTERIOR, SIDEWALK, AND STREET. No excessive noise before 10am w/in 200' of residence.",,,,
894761,2019-07-02T00:11:49.779475,1076262.0,PAYMENT PROCESSING UNDERWAY,False,True,False,False,"{""07/01/2019"": [""6:00 PM"", ""6:00 AM""], ""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",PUBLIC SAFETY,INTERIOR DEMOLITION AND GENERAL CONSTRUCTION.,POINT (-73.97881285846633 40.75882721906685),30,ROCKEFELLER PLZ,10020.0
894761,2019-07-02T00:11:49.779475,1076262.0,PAYMENT PROCESSING UNDERWAY,False,True,False,False,"{""07/01/2019"": [""6:00 PM"", ""6:00 AM""], ""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",PUBLIC SAFETY,INTERIOR DEMOLITION AND GENERAL CONSTRUCTION.,POINT (-73.98029356868045 40.75915799470996),63,W  49 ST,10020.0
894761,2019-07-02T00:11:49.779475,1076262.0,PAYMENT PROCESSING UNDERWAY,False,True,False,False,"{""07/01/2019"": [""6:00 PM"", ""6:00 AM""], ""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",PUBLIC SAFETY,INTERIOR DEMOLITION AND GENERAL CONSTRUCTION.,POINT (-73.98060578339323 40.75933721846968),1240,AVE OF THE AMERICAS,10020.0
894761,2019-07-02T00:11:49.779475,1076262.0,PAYMENT PROCESSING UNDERWAY,False,True,False,False,"{""07/01/2019"": [""6:00 PM"", ""6:00 AM""], ""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",PUBLIC SAFETY,INTERIOR DEMOLITION AND GENERAL CONSTRUCTION.,POINT (-73.97972707950514 40.758916286387645),51,W  49 ST,10020.0
894761,2019-07-02T00:11:49.779475,1076262.0,PAYMENT PROCESSING UNDERWAY,False,True,False,False,"{""07/01/2019"": [""6:00 PM"", ""6:00 AM""], ""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",PUBLIC SAFETY,INTERIOR DEMOLITION AND GENERAL CONSTRUCTION.,POINT (-73.97988822560565 40.75898504414041),53,W  49 ST,10020.0
894761,2019-07-02T00:11:49.779475,1076262.0,PAYMENT PROCESSING UNDERWAY,False,True,False,False,"{""07/01/2019"": [""6:00 PM"", ""6:00 AM""], ""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",PUBLIC SAFETY,INTERIOR DEMOLITION AND GENERAL CONSTRUCTION.,POINT (-73.98000044887263 40.759032927667114),59,W  49 ST,10020.0
894761,2019-07-02T00:11:49.779475,1076262.0,PAYMENT PROCESSING UNDERWAY,False,True,False,False,"{""07/01/2019"": [""6:00 PM"", ""6:00 AM""], ""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",PUBLIC SAFETY,INTERIOR DEMOLITION AND GENERAL CONSTRUCTION.,POINT (-73.98017398297604 40.75910697026522),61,W  49 ST,10020.0
894761,2019-07-02T00:11:49.779475,1076262.0,PAYMENT PROCESSING UNDERWAY,False,True,False,False,"{""07/01/2019"": [""6:00 PM"", ""6:00 AM""], ""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",PUBLIC SAFETY,INTERIOR DEMOLITION AND GENERAL CONSTRUCTION.,POINT (-73.98051329466868 40.75946255259344),1250,AVE OF THE AMERICAS,10020.0
894761,2019-07-02T00:11:49.779475,1076262.0,PAYMENT PROCESSING UNDERWAY,False,True,False,False,"{""07/01/2019"": [""6:00 PM"", ""6:00 AM""], ""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",PUBLIC SAFETY,INTERIOR DEMOLITION AND GENERAL CONSTRUCTION.,POINT (-73.98004259651138 40.75961097649701),74,W  50 ST,10020.0
894761,2019-07-02T00:11:49.779475,1076262.0,PAYMENT PROCESSING UNDERWAY,False,True,False,False,"{""07/01/2019"": [""6:00 PM"", ""6:00 AM""], ""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",PUBLIC SAFETY,INTERIOR DEMOLITION AND GENERAL CONSTRUCTION.,POINT (-73.97992759836258 40.75956190946438),70,W  50 ST,10020.0
894761,2019-07-02T00:11:49.779475,1076262.0,PAYMENT PROCESSING UNDERWAY,False,True,False,False,"{""07/01/2019"": [""6:00 PM"", ""6:00 AM""], ""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",PUBLIC SAFETY,INTERIOR DEMOLITION AND GENERAL CONSTRUCTION.,POINT (-73.97982205274528 40.75951687565037),60,W  50 ST,10020.0
894761,2019-07-02T00:11:49.779475,1076262.0,PAYMENT PROCESSING UNDERWAY,False,True,False,False,"{""07/01/2019"": [""6:00 PM"", ""6:00 AM""], ""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",PUBLIC SAFETY,INTERIOR DEMOLITION AND GENERAL CONSTRUCTION.,POINT (-73.97973504783623 40.75947975255878),56,W  50 ST,10020.0
894761,2019-07-02T00:11:49.779475,1076262.0,PAYMENT PROCESSING UNDERWAY,False,True,False,False,"{""07/01/2019"": [""6:00 PM"", ""6:00 AM""], ""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",PUBLIC SAFETY,INTERIOR DEMOLITION AND GENERAL CONSTRUCTION.,POINT (-73.9796179818564 40.759429802828556),54,W  50 ST,10020.0
894761,2019-07-02T00:11:49.779475,1076262.0,PAYMENT PROCESSING UNDERWAY,False,True,False,False,"{""07/01/2019"": [""6:00 PM"", ""6:00 AM""], ""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",PUBLIC SAFETY,INTERIOR DEMOLITION AND GENERAL CONSTRUCTION.,POINT (-73.9795264339603 40.75939074083568),52,W  50 ST,10020.0
894762,2019-07-02T00:11:50.163187,4439900.0,AHV SUCCESSFULLY ISSUED,True,False,True,False,"{""06/27/2019"": [""6:00 PM"", ""12:00 AM""], ""06/28/2019"": [""6:00 PM"", ""12:00 AM""], ""07/01/2019"": [""6:00 PM"", ""12:00 AM""], ""07/02/2019"": [""6:00 PM"", ""12:00 AM""], ""07/03/2019"": [""6:00 PM"", ""12:00 AM""], ""07/05/2019"": [""6:00 PM"", ""12:00 AM""], ""07/08/2019"": [""6:00 PM"", ""12:00 AM""], ""07/09/2019"": [""6:00 PM"", ""12:00 AM""], ""07/10/2019"": [""6:00 PM"", ""12:00 AM""]}",CITY CONSTRUCTION PROJECT,"FACE BRICK REPLACEMENT, BRICK REPOINTING, IN WALL FLASHING, WALL AND CEILING PLASTER, WALL AND CEILING PAINT, NEW RELIEVING ANGLES, REPLACEMENT ROOFS WITH NEW SBS/HYBRID ROOF.",POINT (-73.82436668554227 40.73910218355099),63-25,MAIN ST,11367.0
894763,2019-07-02T00:11:50.806459,1076262.0,AHV SUCCESSFULLY ISSUED,False,True,True,False,"{""07/01/2019"": [""6:00 PM"", ""6:00 AM""], ""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",HAZARDOUS CONDITIONS,INTERIOR DEMOLITION AND GENERAL CONSTRUCTION.,POINT (-73.97881285846633 40.75882721906685),30,ROCKEFELLER PLZ,10020.0
894763,2019-07-02T00:11:50.806459,1076262.0,AHV SUCCESSFULLY ISSUED,False,True,True,False,"{""07/01/2019"": [""6:00 PM"", ""6:00 AM""], ""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",HAZARDOUS CONDITIONS,INTERIOR DEMOLITION AND GENERAL CONSTRUCTION.,POINT (-73.98029356868045 40.75915799470996),63,W  49 ST,10020.0
894763,2019-07-02T00:11:50.806459,1076262.0,AHV SUCCESSFULLY ISSUED,False,True,True,False,"{""07/01/2019"": [""6:00 PM"", ""6:00 AM""], ""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",HAZARDOUS CONDITIONS,INTERIOR DEMOLITION AND GENERAL CONSTRUCTION.,POINT (-73.98060578339323 40.75933721846968),1240,AVE OF THE AMERICAS,10020.0
894763,2019-07-02T00:11:50.806459,1076262.0,AHV SUCCESSFULLY ISSUED,False,True,True,False,"{""07/01/2019"": [""6:00 PM"", ""6:00 AM""], ""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",HAZARDOUS CONDITIONS,INTERIOR DEMOLITION AND GENERAL CONSTRUCTION.,POINT (-73.97972707950514 40.758916286387645),51,W  49 ST,10020.0
894763,2019-07-02T00:11:50.806459,1076262.0,AHV SUCCESSFULLY ISSUED,False,True,True,False,"{""07/01/2019"": [""6:00 PM"", ""6:00 AM""], ""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",HAZARDOUS CONDITIONS,INTERIOR DEMOLITION AND GENERAL CONSTRUCTION.,POINT (-73.97988822560565 40.75898504414041),53,W  49 ST,10020.0
894763,2019-07-02T00:11:50.806459,1076262.0,AHV SUCCESSFULLY ISSUED,False,True,True,False,"{""07/01/2019"": [""6:00 PM"", ""6:00 AM""], ""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",HAZARDOUS CONDITIONS,INTERIOR DEMOLITION AND GENERAL CONSTRUCTION.,POINT (-73.98000044887263 40.759032927667114),59,W  49 ST,10020.0
894763,2019-07-02T00:11:50.806459,1076262.0,AHV SUCCESSFULLY ISSUED,False,True,True,False,"{""07/01/2019"": [""6:00 PM"", ""6:00 AM""], ""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",HAZARDOUS CONDITIONS,INTERIOR DEMOLITION AND GENERAL CONSTRUCTION.,POINT (-73.98017398297604 40.75910697026522),61,W  49 ST,10020.0
894763,2019-07-02T00:11:50.806459,1076262.0,AHV SUCCESSFULLY ISSUED,False,True,True,False,"{""07/01/2019"": [""6:00 PM"", ""6:00 AM""], ""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",HAZARDOUS CONDITIONS,INTERIOR DEMOLITION AND GENERAL CONSTRUCTION.,POINT (-73.98051329466868 40.75946255259344),1250,AVE OF THE AMERICAS,10020.0
894763,2019-07-02T00:11:50.806459,1076262.0,AHV SUCCESSFULLY ISSUED,False,True,True,False,"{""07/01/2019"": [""6:00 PM"", ""6:00 AM""], ""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",HAZARDOUS CONDITIONS,INTERIOR DEMOLITION AND GENERAL CONSTRUCTION.,POINT (-73.98004259651138 40.75961097649701),74,W  50 ST,10020.0
894763,2019-07-02T00:11:50.806459,1076262.0,AHV SUCCESSFULLY ISSUED,False,True,True,False,"{""07/01/2019"": [""6:00 PM"", ""6:00 AM""], ""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",HAZARDOUS CONDITIONS,INTERIOR DEMOLITION AND GENERAL CONSTRUCTION.,POINT (-73.97992759836258 40.75956190946438),70,W  50 ST,10020.0
894763,2019-07-02T00:11:50.806459,1076262.0,AHV SUCCESSFULLY ISSUED,False,True,True,False,"{""07/01/2019"": [""6:00 PM"", ""6:00 AM""], ""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",HAZARDOUS CONDITIONS,INTERIOR DEMOLITION AND GENERAL CONSTRUCTION.,POINT (-73.97982205274528 40.75951687565037),60,W  50 ST,10020.0
894763,2019-07-02T00:11:50.806459,1076262.0,AHV SUCCESSFULLY ISSUED,False,True,True,False,"{""07/01/2019"": [""6:00 PM"", ""6:00 AM""], ""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",HAZARDOUS CONDITIONS,INTERIOR DEMOLITION AND GENERAL CONSTRUCTION.,POINT (-73.97973504783623 40.75947975255878),56,W  50 ST,10020.0
894763,2019-07-02T00:11:50.806459,1076262.0,AHV SUCCESSFULLY ISSUED,False,True,True,False,"{""07/01/2019"": [""6:00 PM"", ""6:00 AM""], ""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",HAZARDOUS CONDITIONS,INTERIOR DEMOLITION AND GENERAL CONSTRUCTION.,POINT (-73.9796179818564 40.759429802828556),54,W  50 ST,10020.0
894763,2019-07-02T00:11:50.806459,1076262.0,AHV SUCCESSFULLY ISSUED,False,True,True,False,"{""07/01/2019"": [""6:00 PM"", ""6:00 AM""], ""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""]}",HAZARDOUS CONDITIONS,INTERIOR DEMOLITION AND GENERAL CONSTRUCTION.,POINT (-73.9795264339603 40.75939074083568),52,W  50 ST,10020.0
